timestamp,T000000,T000001,T000002,T000003,T000004,T000005,T000006,T000007,T000008,T000009,T000010,T000011,T000012,T000013,T000014,T000015,T000016,T000017,T000018,T000019,T000020,T000021,T000022,T000023,T000024,T000025,T000026,T000027,T000028,T000029,T000030,T000031,T000032,T000033,T000034,T000035,T000036,T000037,T000038,T000039,T000040,T000041,T000042,T000043,T000044,T000045,T000046,T000047,T000048,T000049,T000050,T000051,T000052,T000053,T000054,T000055,T000056,T000057,T000058,T000059,T000060,T000061,T000062,T000063,T000064,T000065,T000066,T000067,T000068,T000069,T000070,T000071
1970-11-30,982.375013296118,505.879569558981,1246.70664366131,594.506707844476,516.171641058093,1299.69838982165,267.914526943571,334.681974309089,883.223601835827,16.4068491204767,591.437925595795,274.235708470345,602.526606519627,1110.49624505655,1852.41504613923,1295.05846424396,756.066709803348,1204.29186024581,926.216013524207,1075.30657590945,245.706790606223,218.48747784665,289.64647263636,80.5217740149237,774.011616242845,656.11505849682,1479.95276756723,938.528314779978,780.031524423302,657.356892749504,182.503598793319,557.232522162942,1221.27409988446,1182.8705630969,440.247239422915,325.855447207972,1590.51950530744,246.270682132249,2254.89392846257,483.734432698693,46.4263263677688,1638.73958801257,332.250617049058,88.2936429428928,2328.05967682211,1184.89976006017,747.729242289102,1269.84738716662,0.8377561244,0.9022555951,2999714.38,5574046.17,6002.0,719408249.030002,1480917132.29,292.0,42538.0,2972.0,50435.0,11061.0,3451.0,596.0,1749.0,56.0,2023.0,14361.0,137012.0,60041.0,88830.0,123056389.352,22664416.996,27250600.13
1970-12-31,899.664922132408,524.913485124391,1284.24064267943,565.786640994266,517.672624787858,1307.61882312413,290.966156244247,344.84758410329,876.977375583994,16.3138114294,595.557517072421,254.070293713983,597.567257775964,1082.91385392528,2178.65176240563,1345.12497725149,778.292423003108,1263.90970858346,962.093669062716,1153.15621387987,316.065802423473,199.542944217778,315.062344866773,94.1844285070475,845.605454445654,579.291632030367,1427.68532593983,991.706973311013,757.16045923937,693.547569030838,213.437536844044,490.175839167603,1242.90727473802,1428.18708799154,442.219835033672,326.732826916452,1250.22257791819,270.986508842688,2459.02368348527,838.194590798488,47.451437996748,1434.39785234719,221.431025407485,99.1798814203854,2190.03159630355,1389.84037278842,585.582480441408,1616.16504349261,0.7603392618,0.8661817693,3694719.48,6945148.09,6154.0,735077359.660002,1483219538.24,323.0,37160.0,2239.0,49881.0,11659.0,3478.0,597.0,1523.0,77.0,2232.0,17288.0,131090.0,56135.0,90375.0,115050911.398,18736234.494,28891029.93
1971-01-31,993.954018188677,532.999064277777,1247.73147056983,584.493572291384,511.917287442129,1350.76946041489,272.336891464592,329.61885681712,916.759540322787,16.1636943999513,609.180943368835,273.175057886269,729.859732031101,944.117414769691,1694.36687153732,1550.00856459674,948.604212766053,1010.36469985669,650.172281489267,1164.98092113572,326.470034641174,187.915688704994,276.771067216033,128.073699492235,773.863610634472,652.48506898442,1333.81206492928,1129.63720389165,650.366634646734,706.658904017938,209.930428471168,481.288286179119,1248.74998266739,1478.44788919898,463.091399010465,267.372630952733,1204.31859694941,258.193748230935,2015.0398153513,768.528339599585,46.4279538365053,1201.87196416995,315.235877896306,97.2368455508723,2129.76957569564,1743.42057246239,685.546570117966,1380.52536811974,0.8033633809,0.8738233818,3689482.29,5233865.83,6226.0,749914345.130002,1485562725.63,364.0,35751.0,2058.0,55252.0,12737.0,3486.0,885.0,1178.0,39.0,2451.0,23151.0,142959.0,54774.0,79956.0,113535401.508,21613932.888,30119394.08
1971-02-28,1009.38595792977,526.070192539388,1287.24276136773,605.835753386163,519.643676058268,1302.95114795658,293.430700639428,334.885320689769,870.030109413799,17.0406129564175,585.952123360554,275.747669008997,664.819703071179,957.710564348627,2095.7468425426,1195.80096987892,737.177303783644,1219.62458486082,876.0287946644,945.856788740111,317.762987958955,220.420324914115,340.426758138779,117.708354904699,680.857994296304,699.464419307793,1367.00152408078,1081.88006558118,637.657820091429,766.887716437996,169.901743784389,526.064665134864,1139.84485780367,1339.98302055068,448.023899416504,323.853826130591,1450.72310575289,268.279390083567,2848.47295857421,555.111552836921,36.8091218805935,1194.51926925008,338.882098270402,92.475569189643,2874.56187878937,1263.466371571,582.370968716643,1161.19422756225,0.8023801946,0.9025585348,3873898.54,3536019.98,6433.0,780792859.610001,1486123874.13001,263.0,39532.0,2079.0,59602.0,22667.0,3583.0,905.0,1206.0,43.0,3069.0,22786.0,122165.0,52599.0,68546.0,124727072.966,19376472.066,31319280.97
1971-03-31,982.587022405312,552.655660889108,1233.66943204924,569.648118973823,510.761651979462,1289.80580334855,258.932554400183,324.846170509489,901.528479894133,16.9168024603485,567.158709148028,264.378466877828,520.722086427749,970.169918433505,2262.06768424804,1040.86269213746,739.694019805261,1144.06755964488,944.82464207543,997.477628571152,256.271849748848,213.766717259685,343.278169603495,107.878678061291,827.1419289573,653.696705497815,1406.55544231005,1268.12256917486,696.515984119174,668.859600199284,185.256952724172,505.898302286251,1127.34617249154,1375.21433907451,476.323402584689,303.282456378124,1005.07183378085,269.963254321484,2323.96535244811,864.800173365768,43.6978996623317,1534.76731655265,234.227270931514,104.146577409405,2076.78679143348,1278.36078139792,606.106433541862,1521.0985439869,0.824475584,0.8944160398,3953953.28,8013568.16,6971.0,853995664.92,1485534034.20001,276.0,31889.0,1795.0,48529.0,14274.0,3667.0,735.0,1326.0,62.0,3201.0,28843.0,101659.0,51700.0,56297.0,133854111.414,19280042.602,34499280.96
1971-04-30,928.385610618689,541.226896814605,1318.35984579578,585.42743985973,508.583742753883,1297.04059055599,274.19450330303,336.591297470936,852.612714512695,17.3212653314349,565.160643967317,272.378579086729,714.68666140613,1037.09541837999,2042.5697413586,1090.97834553538,888.003744031685,1321.38548030317,682.413297315861,879.727232565009,321.238378469557,185.440796479903,333.680430785657,118.825403188412,830.916106361243,649.311600956081,1313.56598802582,1321.40394344147,694.791604959886,598.215506412006,195.99960725498,565.582389562244,1255.99474722142,1618.27274116131,424.685037190864,321.381601607323,1082.7649217453,229.770438503067,2242.45575344222,775.0941157683,47.282957261642,1236.19214120539,261.549700096892,95.3115902967203,2314.96333280326,1695.85534315977,650.069628713648,1564.32327422996,0.8928564095,0.9342847087,3438810.66,6825568.77,7892.0,915695591.69,1481914867.46001,249.0,28845.0,1833.0,45852.0,11640.0,3605.0,755.0,1011.0,44.0,3478.0,34985.0,101268.0,45175.0,52589.0,134693300.546,16786087.69,33361606.1
1971-05-31,970.463200723922,551.083813474269,1312.25610481159,566.028954427765,498.182001040488,1333.04256915197,294.144554182835,334.024454159865,892.450471757825,17.141860361155,565.744842165482,276.257518725905,838.482302288451,1145.04511770236,2270.84779013793,1210.94879388035,747.59967720393,1303.5769334836,898.081571554507,1157.62863132736,325.063684400235,219.624558689641,318.69836574947,136.196865831157,876.764466635444,625.757960511993,1149.13791209688,1162.14896179107,669.734591127222,674.185218844969,206.485087156437,595.436210152592,1253.20579454634,1423.92551098902,481.690328699807,299.997367316726,1224.24683285933,352.744193159136,2305.54376065501,849.518972825008,42.4392737257488,1494.82787059912,257.689744038291,75.9073834871501,2728.74274390872,1344.71438963144,628.156315405692,1353.25704431334,0.8835551799,0.8597555157,5197475.05,5153140.05,8496.0,964349149.06,1478944515.43001,242.0,29289.0,1465.0,54062.0,14303.0,3435.0,726.0,859.0,27.0,3599.0,47008.0,91832.0,45710.0,61467.0,137433632.494,15604727.294,35358291.14
1971-06-30,945.712082400429,562.175783397731,1249.59125039823,555.912008845963,513.920136552565,1331.08167291304,281.404489771805,337.525944212798,894.182777464645,17.0524448110286,555.05190444626,271.393438765457,710.920994248012,1265.03877993451,2259.66207636475,1418.20210213985,780.995907940613,1180.29213843563,902.504110403036,1042.77935187564,297.096083809662,258.046404637269,330.14310116564,125.352161222415,543.817202574573,611.454797418494,1548.24704886819,1293.37098236132,701.075010836893,683.283990260955,219.492710006415,519.995936478158,1221.39577897961,1630.80443646958,455.524300811875,273.859131037738,1278.83932529729,297.162721638289,2150.74571016468,642.239341320731,40.1453800865416,1333.10917213267,330.606256829858,77.2337459280676,1872.09639478128,1440.03037286242,573.960982732492,1604.00049279571,0.8381496785,0.87819967,4971042.75,4126215.66,9264.0,1040470476.92,1482383094.43001,258.0,25181.0,1242.0,44005.0,10997.0,3314.0,682.0,1033.0,50.0,3581.0,45082.0,85067.0,48625.0,57716.0,123062064.014,16363988.72,36207626.94
1971-07-31,1101.38819519303,538.795224747187,1257.75553009061,579.826469062461,482.525128924754,1303.9697265028,271.748031089962,335.313283483261,902.27354884877,16.2970420035866,556.313286339251,260.986375556653,577.976980188762,1130.4250938984,2134.32216768565,1353.11522937597,955.840923615359,1090.87613620918,684.818323403194,986.716164930394,274.428950928251,215.972216888231,290.788597692804,112.880148853394,693.019169720222,677.306705837782,1461.10493562703,1128.92948088916,717.169637541446,804.019566966766,205.892051719229,544.624702959192,1164.09559438554,1448.8051541697,445.641866157166,283.386874666143,930.933142446447,334.206686104138,2352.72138646014,995.554969488794,38.2279556618122,1468.4913686875,364.288971912991,78.1287797000257,2251.10750045953,1617.71361709125,635.07724289626,1730.8086113499,0.8424552711,0.8888080899,5031119.08,4122009.17,9400.0,1057659301.8,1481062177.50001,318.0,25461.0,1520.0,42710.0,10852.0,3442.0,584.0,905.0,33.0,3988.0,36040.0,87782.0,39804.0,53707.0,109306069.744,17193714.292,38412889.97
1971-08-31,1036.44376151694,555.160747407892,1256.98448516831,572.682584504849,517.58071267897,1385.35882087258,262.373547249105,340.262965448674,876.292265811125,16.672212679737,533.66390047913,265.831839949314,580.243519491065,1128.99467071027,1731.26423551676,1448.11184776556,816.86835095113,1016.10051072316,950.208799674635,850.840356437955,236.836577525875,184.323937025495,256.820253450089,145.774425333801,812.143597484419,638.49989358694,1580.77909860851,1316.5205036941,770.156294035721,692.979677676808,155.1374384845,538.686608677441,1188.8309949257,1542.46528419036,466.426233079543,335.829446869774,1618.76063960331,311.116525551468,2299.89219090926,640.742021667903,50.2412522891479,1521.74122452772,229.674553904295,76.5060636601559,2493.06857527736,1740.43704246165,608.424974307667,1405.62593778927,0.8380440236,0.8949381126,4318572.48,4963987.07,9591.0,1073295975.21,1482823252.49001,379.0,25790.0,1516.0,45178.0,11590.0,3586.0,598.0,893.0,35.0,4074.0,37667.0,65708.0,44244.0,55864.0,119530276.936,13840026.54,37982150.01
1971-09-30,958.88806908289,551.954594092809,1248.1020085943,575.065631558622,491.324388774428,1298.01350731713,287.138847145542,328.916094693787,862.245568838722,17.1508869587098,537.236521213349,275.804041689707,651.023798368086,1108.78389911733,1937.21244101154,1146.81386476138,884.773780911907,1352.96318016768,1134.14697140437,937.955390782065,318.595528392183,252.941298159705,269.058599581675,104.03219599375,839.928756972183,645.958947634738,1350.19757356918,1285.17293438745,744.368951015614,561.555156262059,211.915089275151,534.23124436828,1124.27254676787,1348.04973262098,463.97633818313,351.386125090472,1637.79551366666,273.840969195959,2670.56815267331,704.865209328501,47.4321769131272,1325.44921939434,215.357540657955,85.2196150826134,2512.77635039994,1464.78111209819,585.776476535466,1609.32844283384,0.8518180275,0.8819766693,4986302.46,3551888.61,9595.0,1075765171.89,1482501850.95,342.0,17503.0,1178.0,36197.0,9657.0,3321.0,620.0,825.0,36.0,3636.0,32599.0,81175.0,35629.0,49085.0,122319221.218,13191324.604,33981637.3
1971-10-31,1018.38727368794,534.385823462692,1240.07226572108,603.51221951047,514.141296125214,1315.82490232935,284.745202118954,338.565862643554,844.716193523401,17.9046466532223,523.802161341982,269.36717864697,734.035782112049,1254.44418728418,1867.45157259786,1185.7190840687,880.532152279285,1102.19493815918,952.326051769658,1058.96045887104,302.560506864121,184.752004467067,306.770622454448,92.9177201478748,833.10793722267,592.769876433695,1537.71892211859,1160.65231026394,738.65182393578,739.814719360353,167.52615842026,531.450890384893,1136.68138442081,1514.44419560011,411.681068221117,312.619913247355,1676.03748766223,246.113497615883,1894.71909890792,721.749515085166,49.3857885659028,1141.97523062123,296.767600133157,95.0135792353134,2245.78737742716,1740.28011633878,535.424790887243,1473.8123952101,0.8518931178,0.879096934,4606245.55,3152130.29,9593.0,1076618906.72,1481381318.62001,313.0,20469.0,1259.0,36521.0,11843.0,4041.0,562.0,773.0,56.0,4027.0,32653.0,69579.0,35745.0,51649.0,126908978.696,17303356.52,33161915.15
1971-11-30,1033.03583309946,532.877152583247,1226.59499734464,572.24178273408,524.62830853997,1280.6930256314,310.740691144088,336.39790402903,886.754015133482,16.5229370649481,538.988958611639,257.083516715581,636.15379060293,1163.817333563,1770.92190045798,1260.91017561881,762.146869845491,1240.50505563845,1009.19046718322,1103.29912476023,228.806756042609,241.076731619818,266.696646972437,84.7969616694285,745.296966724481,655.394725283005,1388.84735866903,1013.87393468801,688.091782574858,687.607337690531,219.399797622632,493.582858107504,1182.11158004393,1853.98483457106,409.401002632982,281.238208575348,1361.58884919803,259.477979703567,1909.20790147989,661.544089569952,44.4014832790013,1692.14096072841,303.266980251127,96.0643716441106,2791.1783512731,1413.41623394398,593.802403578434,1180.44306531597,0.8999058924,0.9211966531,4877819.13,4145967.73,9601.0,1076509099.73,1482894242.18001,373.0,17037.0,949.0,29063.0,9999.0,3447.0,586.0,928.0,67.0,3300.0,32739.0,76923.0,34445.0,44117.0,126685124.934,16297598.454,30312095.97
1971-12-31,1056.03112280476,563.841497990878,1203.47148457289,579.782390155883,522.39773390397,1316.03733816434,288.221775907849,337.896209592222,816.821532894272,17.7471223551783,530.904343156855,251.426975512339,617.37748005098,1104.20912353248,2121.50366030853,1369.77873978655,796.015189311673,1292.59438166165,957.806229903098,1158.91639954171,298.554656458523,225.581250791551,292.370649502922,91.4686204939492,950.127289708282,721.351269104033,1374.70866889292,1156.21901288718,647.366790076716,612.044749236802,176.300072697728,513.204378465242,1223.98899200546,1530.78064749361,425.192274530057,312.658978627235,1523.37031262582,323.283479095613,2284.81458724594,745.454626464809,42.3864902892436,1451.25024202991,236.183357389938,92.5653366501984,2113.08466159867,1344.88050808361,530.972705549065,1708.61926283098,0.9019497739,0.8976634859,4801972.62,4550883.73,9895.0,1096521926.63,1482894242.18001,296.0,16474.0,822.0,28498.0,6836.0,3209.0,540.0,832.0,84.0,3491.0,34227.0,73555.0,32574.0,43771.0,109248633.024,13611071.256,27397633.17
1972-01-31,1028.72942599475,509.349752265208,1240.55716284867,638.986519644945,505.119005198017,1347.3922312288,278.736862065987,335.797147078773,861.106144911338,17.5478655637956,523.341282648354,280.737855687319,735.881264844345,1050.41593649253,1701.96981023942,1580.76639843288,937.11781056007,975.571621637321,743.016229889482,1162.97061499791,327.875983337678,202.646133160527,250.349149202634,116.148407903847,647.007662441761,673.847403717474,1391.76618267255,997.55523050865,698.593324940781,710.741188683451,199.460037828454,545.142933170833,1237.72620266028,1637.43721420881,438.907943174762,236.276361384583,1342.43649550711,292.237950295965,2046.40377505821,808.300540699035,51.6493762275246,1239.00993026085,315.68342889597,94.7114188835304,2282.24394745712,1907.11156073649,612.393284466896,1370.29404973763,0.9383711304,0.8734695268,5167028.32,4182977.87,10068.0,1117974670.21,1495400233.51,307.0,15501.0,756.0,29436.0,9050.0,3070.0,548.0,565.0,370.0,3706.0,29506.0,68280.0,31169.0,42053.0,123632791.868,12991170.85,31507779.89
1972-02-29,1071.88505018723,575.627229121348,1176.93367460213,578.567689898256,500.633074051208,1266.774152107,302.354207205181,339.023654648049,868.7488510949,16.7077119232466,533.319251997964,254.518794684742,668.91402436114,986.398035327066,1886.35024498758,1106.60063399438,742.911654189602,1252.44429105207,922.913786789805,911.560419591964,309.81122661351,228.288232497084,322.885225506545,119.063989001884,818.390491007092,676.917941227836,1571.12115762407,1126.00520601675,734.05591620507,702.123786725979,182.231801630183,511.426244447705,1153.24698231405,1497.63526431131,461.285278077606,287.229891834739,1674.98390269038,293.59611571413,2619.88178085146,532.555324143209,40.2494403905278,1187.25752902373,302.297714648481,91.4398694331685,2690.88583327576,1344.0156671925,523.923388533536,1151.71038117949,0.944723084,0.8948842183,5854582.64,3267555.89,10008.0,1112779908.49,1495043054.0,176.0,16408.0,650.0,30365.0,13281.0,3429.0,609.0,599.0,497.0,4114.0,26678.0,71093.0,26240.0,39249.0,129812135.926,15604717.268,31367308.54
1972-03-31,1068.11569905266,547.203880026747,1239.31533756082,604.313495726418,501.128633946951,1312.5371220895,301.949639468832,345.711373771934,858.7412586353,17.362042640908,528.696283894416,252.733944763728,553.965346637166,978.379653713423,2052.40255219688,999.319480261293,728.940531192037,1145.30164585958,1029.61691372682,973.470295478141,222.852955863311,221.80471224377,308.833329920921,109.500308293906,805.707317030016,663.666942612584,1290.52408760235,1095.45780384952,713.472764304056,740.652180269134,209.10793433335,542.749844819786,1311.97535831703,1517.56012511005,413.392827195545,294.86454359442,961.356278623782,267.586838614723,2346.49538895293,847.333360737606,43.088190626788,1402.13776977215,214.339476133229,91.3207886558063,2034.10599359819,1414.43613383734,524.342667076074,1619.04668653576,0.9507707477,0.8910499394,5294368.62,4582988.15,10010.0,1111977981.16,1495251046.68,237.0,13485.0,456.0,27439.0,12617.0,2941.0,365.0,585.0,434.0,4050.0,35118.0,56814.0,25113.0,37521.0,130350349.68,16901081.958,29128764.23
